,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
7123,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095136,Sunsari,Ramdhuni,2020-07-13,5,ramdhuni,ramdhuni,87.2086,26.6731
7124,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095137,Saptari,Kanchanrup,2020-07-13,9,kanchanrup,kanchanrup,86.90901,26.64183
7125,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095138,Siraha,Dhangadhimai,2020-07-13,10,dhangadhimai,dhangadhimai,86.39565,26.75968
7126,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095139,Morang,Salakpur  ,2020-07-13,8,sundarharaicha,sundarharaicha,87.3464195,26.6600984
7127,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060265,Manang,Thoche,2021-06-04,5,nason,nason,84.35856672,28.51867308
7128,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060266,Sindhuli,Sindhuli,2021-07-07,7,kamalamai,kamalamai,85.91222,27.21024
7129,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060267,Sindhuli,Dudhauli,2021-07-07,5,dudhouli,dudhouli,86.286475,26.964348
7130,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060268,Sindhuli,Ranibas,2021-07-07,13,kamalamai,kamalamai,85.91222,27.21024
7131,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060269,Bardiya,Gulariya,2021-07-14,8,gulariya,gulariya,81.34356,28.20346
7132,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060270,Makwanpur,Golghar,2021-07-14,4,manahari,manahari,84.882665,27.466656
7133,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060271,Sankhuwasabha,Khandbari,2021-07-14,7,khandabari,khandabari,87.20611,27.38629
7134,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060272,Terhathum,Lasune,2021-07-14,7,laligurans,laligurans,87.40772,27.13218
7135,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060273,Dolakha,Charikot,2021-07-14,7,bhimeshwor,bhimeshwor,86.049308,27.672376
7136,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060274,Ramechhap,Manthali,2021-07-14,8,manthali,manthali,86.058534,27.382793
7137,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060275,Ramechhap,Ramechhap,2021-07-14,7,ramechhap,ramechhap,86.082332,27.323034
7138,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060276,Nawalparasi East,Gaindakot,2021-07-14,7,gaidakot,gaidakot,84.391276,27.705017
7139,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096107,Saptari,Kanchanpur ,2020-09-07,8,kanchanrup,kanchanrup,86.90901,26.64183
7140,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096108,Saptari,Chhinmasta,2020-09-07,3,chhinnamasta,chhinnamasta,86.7314798,26.4504847
7141,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096109,Siraha,Siraha ,2020-09-07,7,siraha,siraha,86.2051834,"26.6552531,"
7142,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096110,Udayapur,Gaighat ,2020-09-07,11,triyuga,triyuga,86.69908,26.78981
7143,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096111,Saptari,Bode Barsain,2020-09-07,5,bode barsain,bode barsain,86.5827683,26.5720174
7144,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096112,Saptari,Kadmaha ,2020-09-07,4,surunga,surunga,86.53512,26.70725
7145,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096113,Sunsari,Laukahi ,2020-09-07,1,koshi,koshi,87.06407,26.5983
7146,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096115,Siraha,Patari ,2020-09-07,3,laxmipur patari,laxmipur patari,86.3964,26.67196
7147,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096116,Siraha,Kalyanpur ,2020-09-07,11,kalyanpur,kalyanpur,86.210764,26.7622005
7148,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096117,Siraha,Dahipaudi ,2020-09-07,10,sukhipur,sukhipur,86.342914,26.7088609
7149,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096118,Siraha,Karjanha ,2020-09-07,11,karjanha,karjanha,86.1935848,26.8607303
7150,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096119,Saptari,Balan Bihul ,2020-09-07,1,balan-bihul,balan-bihul,86.51911,26.59866
7151,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095140,Mahottari,Bardibas ,2020-07-13,1,bardibas,bardibas,85.88814,26.9863
7152,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095141,Rautahat,Santapur ,2020-07-13,8,chandrapur,chandrapur,85.3533434,27.1126186
7153,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095142,Dhanusa,Birendrabazar,2020-07-13,4,ganeshman charnath,ganeshman charnath,86.079353,26.8948563
7154,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095143,Sarlahi,Barahathawa,2020-07-13,6,barahathawa,barahathawa,85.4668611,26.9999536
7155,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095144,Bara,Simroungadh ,2020-07-13,7,simroungadh,simroungadh,85.1319442,26.8885384
7156,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095145,Parsa,Budnihar ,2020-07-13,3,parsagadhi,parsagadhi,84.87675772,27.14684209
7157,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095146,Makwanpur,Manahari,2020-07-13,9,manahari,manahari,84.882665,27.466656
7158,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095147,Kavrepalanchok,Panauti,2020-07-13,7,panauti,panauti,85.506922,27.590628
7159,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095148,Sindhuli,Ratmata,2020-07-13,6,kamalamai,kamalamai,85.91222,27.21024
7160,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095149,Kavrepalanchok,Panchkhal,2020-07-13,4,panchkhal,panchkhal,85.61839,27.64967
7161,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095150,Sunsari,Amahibelaha,2020-07-13,5,barju,barju,87.1894,26.45701
7162,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060277,Dhading,Khanikhola,2021-07-14,7,dhunibenshi,dhunibenshi,85.160235,27.717402
7163,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060278,Dhading,Dhading,2021-07-14,7,nilkhantha,nilkhantha,84.895955,27.911872
7164,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060279,Nuwakot,Kharanitar,2021-07-14,2,tadi,tadi,85.311048,27.930966
7165,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060280,Syangja,Sirubari,2021-07-14,1,aandhikhola,aandhikhola,83.81895332,28.15700177
7166,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060281,Dolakha,Singati,2021-07-14,4,bigu,bigu,86.16907,27.76741
7167,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060282,Mugu,Gamgadhi,2021-07-14,3,chhayanath rara,chhayanath rara,82.156416,29.54821
7168,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060283,Saptari,Surunga,2021-07-14,7,surunga,surunga,86.53512,26.70725
7169,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060284,Udayapur,Katari,2021-07-15,5,katari,katari,86.37122,26.96128
7170,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060285,Morang,Amardaha,2021-07-15,3,sunwarshi,sunwarshi,87.54856,26.453
7171,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060286,Jhapa,Bhadrapur,2021-08-15,1,bhadrapur,bhadrapur,88.09537,26.54473
7172,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060287,Parbat,Kusma,2021-08-15,7,kushma,kushma,83.678742,28.220288
7173,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060288,Myagdi,Beni,2021-08-25,2,beni,beni,83.563551,28.342609
7174,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096120,Saptari,Patto ,2020-09-07,5,dakneshwori,dakneshwori,86.60746,26.50276
7175,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096121,Siraha,Dhangadhi ,2020-09-07,10,dhangadhimai,dhangadhimai,86.39565,26.75968
7176,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096122,Siraha,Choharba ,2020-09-07,7,golbazar,golbazar,86.32958,26.79356
7177,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096123,Dhanusa,Bideha ,2020-09-17,7,bideha,bideha,86.066703,26.690254
7178,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096124,Dhanusa,Sabaila ,2020-09-17,1,sabaila,sabaila,86.0909167,26.7986037
7179,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096125,Dhanusa,Kisanpur ,2020-09-17,7,dhanushadham,dhanushadham,86.0579507,26.8307267
7180,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096126,Dhanusa,Dhalkebar ,2020-09-17,5,mithila,mithila,85.95378,26.92625
7181,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096127,Dhanusa,Tarapatti ,2020-09-17,8,mithila bihari,mithila bihari,85.9906619,26.7840896
7182,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096128,Dhanusa,Janakpur ,2020-09-17,7,janakpurdham,janakpurdham,85.9317945,26.730077
7183,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096129,Saptari,Matigada,2020-12-06,3,agnisair krishna sabaran,agnisair krishna sabaran,86.76678,26.62465
7184,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096130,Saptari,Patthargada,2020-12-06,9,dakneshwori,dakneshwori,86.60746,26.50276
7185,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096131,Siraha,Aurahi,2020-12-06,5,aurahi,aurahi,86.0344653,26.7093204
7186,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096131,Siraha,Aurahi,2020-12-06,5,aurahi,aurahi,85.82047,26.89127
7187,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096131,Siraha,Aurahi,2020-12-06,5,aurahi,aurahi,86.30041716,26.63470279
7188,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096132,Siraha,sonbarsa,2020-12-06,4,nawarajpur,nawarajpur,86.4085427,26.5985397
7189,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095151,Morang,Bansbari,2020-07-13,3,budhiganga,budhiganga,87.3025132,26.5668167
7190,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095151,Morang,Bansbari,2020-07-13,3,budhiganga,budhiganga,81.282196,29.334588
7191,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095152,Morang,Bahuni,2020-07-13,7,belbari,belbari,87.42052,26.65786
7192,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095153,Morang,Pathri,2020-07-13,1,pathari shanishchare,pathari shanishchare,87.558965,26.659833
7193,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095154,Mahottari,Bharmarpura,2020-07-13,8,loharpatti,loharpatti,85.8546238,26.8025524
7194,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095155,Saptari,Kathauna,2020-07-13,7,shambhunath,shambhunath,86.66734,26.63477
7195,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095156,Parsa,Suryaha,2020-07-13,2,pakaha mainpur,pakaha mainpur,84.74897,27.02721
7196,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095157,Rupandehi,Padsari,2020-07-13,2,om satiya,om satiya,83.485866,27.54432
7197,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095158,Tanahu,Dulegauda,2020-07-13,4,shuklagandaki,shuklagandaki,84.074781,28.050786
7198,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095159,Nawalparasi East,Devchuli Branch,2020-07-13,3,devchuli,devchuli,84.19056,27.67861
7199,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095160,Kapilbastu,Pipara Branch,2020-07-13,2,banganga,banganga,83.170978,27.66355
7200,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095161,Doti,Bogtan Doti Branch ,2020-09-11,7,bogatan,bogatan,81.038305,29.054791
7201,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092001,Siraha,Head Office,2019-03-26,8,lahan,lahan,86.48085,26.72143
7202,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060289,Parbat,Jaljala,2021-08-25,7,jaljala,jaljala,83.576832,28.335051
7203,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060290,Syangja,Fedikhola,2021-08-25,4,phedikhola,phedikhola,83.884523,28.156598
7204,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060291,Udayapur,Gaighat,2021-08-25,6,triyuga,triyuga,86.69908,26.78981
7205,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060292,Jhapa,Bhadrapur,2021-09-10,3,bhadrapur,bhadrapur,88.09537,26.54473
7206,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060293,Jhapa,Rajgadh,2021-09-10,3,barhadashi,barhadashi,87.920956,26.549619
7207,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060294,Jhapa,Khudunabari,2021-09-10,2,arjundhara,arjundhara,87.996765,26.6834038
7208,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060295,Jhapa,Kerkha,2021-09-10,4,kamal,kamal,87.76294,26.60502
7209,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060296,Dailekh,Bhairabi,2021-09-12,3,bhairabi,bhairabi,81.62487,28.92745
7210,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060297,Dailekh,Dailekh,2021-09-12,7,narayan,narayan,81.725085,28.85848
7211,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060298,Dailekh,Naumule,2021-09-12,5,naumule,naumule,81.81517,28.91282
7212,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060299,Morang,Jhadha,2021-09-12,3,jahada,jahada,87.33519,26.4257
7213,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060300,Dhading,Baireni,2021-09-12,6,galchhi,galchhi,84.994458,27.800175
7214,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096133,Sarlahi,Haripurwa,2020-12-06,1,haripurwa,haripurwa,85.68189,26.90412
7215,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096134,Sarlahi,Nadhitaal,2020-12-06,6,chandranagar,chandranagar,85.5981515,26.9362079
7216,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096135,Sarlahi,Parwanipur,2020-12-06,16,lalbandi,lalbandi,85.63419,27.05141
7217,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096136,Mahottari,Gaushala,2020-12-06,2,gaushala,gaushala,85.79741,26.91116
7218,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096137,Mahottari,Hanuman Chowk,2020-12-06,6,bardibas,bardibas,85.88814,26.9863
7219,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096138,Mahottari,Timkiya,2020-12-06,8,aurahi,aurahi,86.0344653,26.7093204
7220,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096138,Mahottari,Timkiya,2020-12-06,8,aurahi,aurahi,85.82047,26.89127
7221,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096138,Mahottari,Timkiya,2020-12-06,8,aurahi,aurahi,86.30041716,26.63470279
7222,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096139,Dhanusa,Ganguli,2020-12-06,5,nagarain,nagarain,85.9287543,26.6418347
7223,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096140,Jhapa,Khudunabari,2021-01-20,3,arjundhara,arjundhara,87.996765,26.6834038
7224,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096141,Dhanusa,Chhireshwarnath,2021-01-20,2,chhireshwornath,chhireshwornath,85.96333,26.86273
7225,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096142,Sarlahi,Hariwan,2021-01-20,4,hariwan,hariwan,85.55639,27.08738
7226,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096143,Rautahat,jayanagar,2021-01-20,1,garuda,garuda,85.30607,26.94713
7227,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095162,Darchula,Naugadh Darchula Branch,2020-10-22,5,naugad,naugad,80.617389,29.749495
7228,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095163,Dolakha,Tamakoshi Dolkha Branch,2020-09-19,6,tamakoshi,tamakoshi,86.09759,27.54927
7229,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095164,Arghakhanchi,shitganga Agarkhachi Branch,2020-12-14,5,shitaganga,shitaganga,83.063213,27.82506
7230,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095165,Gorkha,Ghyalchok Gorkha Branch,2021-01-12,8,gandaki,gandaki,84.691926,27.844985
7231,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095166,Bajura,Swamikartik Bajura Branch,2020-12-16,4,swamikartik khapar,swamikartik khapar,81.727051,29.482671
7232,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095167,Lalitpur,Imadol Lalitpur Branch,2020-12-21,1,mahalaxmi,mahalaxmi,87.31886,27.112866
7233,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095167,Lalitpur,Imadol Lalitpur Branch,2020-12-21,1,mahalaxmi,mahalaxmi,85.34812,27.657196
7234,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095168,Khotang, Aiselukharka Khotang Branch ,2021-01-31,3,aiselukharka,aiselukharka,86.74964,27.360057
7235,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095169,Jhapa, Garamuni Jhapa Branch ,2021-02-10,10,birtamod,birtamod,87.9887249,26.6254248
7236,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095170,Dhanusa,Yadukaha Dhanusha Branch ,2021-02-11,3,shahidnagar,shahidnagar,86.09675,26.72768
7237,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095171,Morang,Netachok Morang Branch,2021-02-19,3,gramthan,gramthan,87.3504692,26.563333
7238,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095172,Siraha, Kalyanpur Siraha Branch ,2021-02-22,11,siraha,siraha,86.2051834,"26.6552531,"
7239,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095173,Sunsari, Kadamgachhi Sunsari Branch ,2021-02-19,8,duhabi,duhabi,87.2784901,26.5684984
7240,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092002,Saptari,PATO,2019-03-15,5,dakneshwori,dakneshwori,86.60746,26.50276
7241,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092003,Siraha,LALPUR ,2019-03-15,1,arnama,arnama,86.28148,26.69351
7242,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092004,Siraha,BHOTIYATOLE,2019-03-15,12,lahan,lahan,86.48085,26.72143
7243,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092005,Dhanusa,Hansapur branch,2019-04-28,5,hansapur,hansapur,85.996182,26.760008
7244,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092006,Mahottari,Pipra,2019-05-14,4,pipara,pipara,85.85097,26.68176
7245,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092007,Saptari,Dhatibazar,2019-08-11,8,surunga,surunga,86.53512,26.70725
7246,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092008,Siraha,KALYANPUR,2019-08-11,11,kalyanpur,kalyanpur,86.210764,26.7622005
7247,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092009,Dhanusa,MAHENDRA NAGAR,2019-08-11,1,chhireshwornath,chhireshwornath,85.96333,26.86273
7248,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092010,Mahottari,BARDIBAS,2019-08-11,14,bardibas,bardibas,85.88814,26.9863
7249,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092011,Mahottari,RAMGOPALPUR,2019-08-11,5,ram gopalpur,ram gopalpur,85.7945887,26.8185265
7250,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092012,Mahottari,KANTIBAZAR,2019-08-11,12,gaushala,gaushala,85.79741,26.91116
7251,Microfinance Institutions (Class D),Swastik Laghubitta Bittiya Sanstha Limited,14092013,Dhanusa,"DEVPURA, RUPAITHA",2020-01-20,20,janakpurdham,janakpurdham,85.9317945,26.730077
7252,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060301,Kathmandu,Pharping,2022-05-11,7,dakshinkali,dakshinkali,85.26534,27.61112
7253,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060302,Morang,Province Office Province No 01,2022-05-24,5,urlabari,urlabari,87.6244013,26.6641041
7254,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060303,Mahottari,Province Office Madesh Pradesh,2022-05-24,8,bardibas,bardibas,85.88814,26.9863
7255,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060304,Kavrepalanchok,Province Office Bagmati ,2022-05-24,8,banepa,banepa,85.52038,27.62995
7256,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060305,Kaski,Province Office Gandaki ,2022-05-24,26,pokhara,pokhara,83.986254,28.2181
7257,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060306,Rupandehi,Province Office Lumbini ,2022-05-24,6,tilottama,tilottama,83.4682608,27.6284907
7258,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060307,Surkhet,Province Office Karnali,2022-05-24,12,bheriganga,bheriganga,81.7492129,28.4706768
7259,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060308,Kailali,Province Office Sudurpaschim,2022-05-24,2,godawari,godawari,85.326869,27.604159
7260,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060308,Kailali,Province Office Sudurpaschim,2022-05-24,2,godawari,godawari,80.55223,28.804124
7261,Microfinance Institutions (Class D),NIC Asia Laghubitta Bittiya Sanstha Ltd.,14060309,Kathmandu,Palubari Branch,2022-05-30,5,shankharapur,shankharapur,85.466243,27.728719
7262,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096144,Rautahat,Maulapur,2021-01-20,4,maulapur,maulapur,85.21646,26.94185
7263,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096145,Bara,Amarpatti,2021-01-20,8,pacharauta,pacharauta,85.0701,26.893595
7264,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096146,Parsa,Mudali,2021-01-20,1,kalikamai,kalikamai,84.71594,27.07864
7265,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096147,Bara,Kalaiya,2021-03-14,7,kalaiya,kalaiya,85.00194,27.02837
7266,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096148,Parsa,Tedha,2021-03-14,32,birgunj,birgunj,84.87029,27.01207
7267,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096149,Saptari,Bhediya,2021-10-18,1,surunga,surunga,86.53512,26.70725
7268,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096150,Saptari,Nargho,2021-10-18,3,rajgadh,rajgadh,86.665472,26.492972
7269,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096151,Saptari,Kharchuhiya,2021-10-18,3,khadak,khadak,86.62331,26.6427
7270,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096152,Siraha,Gadhiya,2021-10-18,23,lahan,lahan,86.48085,26.72143
7271,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096153,Siraha,Naraha,2021-10-18,4,naraha,naraha,86.2700258,26.7655644
7272,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096154,Kavrepalanchok,Temal,2021-10-18,5,temal,temal,85.736084,27.520242
