,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
5752,Commercial Bank (Class A),NIC ASIA Bank Limited,11012607,Kathmandu,"Kathmandu Metropolitan City, Ward No. 15, Swayambhu",2022-03-04,15,kathmandu,kathmandu,85.312068,27.698732
5753,Commercial Bank (Class A),Global IME Bank Limited,11019351,Kathmandu,NAYABAZAR KIRTIPUR BRANCH,2019-12-06,9,kirtipur,kirtipur,85.272651,27.682113
5754,Commercial Bank (Class A),Global IME Bank Limited,11019352,Kathmandu,Kharibot Branch,2019-12-06,16,kathmandu,kathmandu,85.312068,27.698732
5755,Commercial Bank (Class A),Global IME Bank Limited,11019353,Kathmandu,Imakhel Branch,2019-12-06,4,chandragiri,chandragiri,85.242607,27.693198
5756,Commercial Bank (Class A),Global IME Bank Limited,11019354,Kapilbastu,Taulihawa Branch,2019-12-06,1,kapilbastu,kapilbastu,83.0476,27.54481
5757,Commercial Bank (Class A),Global IME Bank Limited,11019355,Kathmandu,Kandaghari Branch,2019-12-06,7,kageshwori manahara,kageshwori manahara,85.414023,27.726629
5758,Commercial Bank (Class A),Global IME Bank Limited,11019358,Lalitpur,Khumaltar Branch,2019-12-06,14,lalitpur,lalitpur,85.31678,27.67655
5759,Commercial Bank (Class A),Global IME Bank Limited,11019359,Sunsari,Khanar Extension Counter,2020-01-14,12,itahari,itahari,87.27703,26.66351
5760,Commercial Bank (Class A),Global IME Bank Limited,11019360,Bardiya,Gulariya Branch,2020-01-20,6,gulariya,gulariya,81.34356,28.20346
5761,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033132,Kathmandu,SITAPAILA BRANCH,2021-09-17,3,nagarjun,nagarjun,85.26863,27.717836
5762,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033133,Bajura,PILUCHAUR BRANCH,2021-09-17,1,jagannath,jagannath,81.716395,29.410086
5763,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033134,Kanchanpur,PUNARWAS BRANCH,2021-09-17,7,punarbas,punarbas,80.460464,28.645054
5764,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033135,Kailali,BHAGATPUR BRANCH,2021-09-17,3,janaki,janaki,81.107625,28.559786
5765,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033136,Bardiya,MADHUWAN BRANCH,2021-09-17,5,madhuwan,madhuwan,81.270881,28.2973775
5766,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033137,Jajarkot,KALIMATI BRANCH,2021-09-17,5,nalagad,nalagad,82.30409,28.79166
5767,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033138,Banke,BINAUNA BRANCH,2021-09-17,1,rapti sonari,rapti sonari,81.9554,28.0452
5768,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033139,Kapilbastu,CHAURI BRANCH,2021-09-17,5,buddhabhumi,buddhabhumi,83.00662,27.64897
5769,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078038,Dang,Gadhawa Branch,2019-03-15,6,gadhawa,gadhawa,82.54278,27.77722
5770,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078039,Kapilbastu,Odari Branch,2019-03-15,11,banganga,banganga,83.170978,27.66355
5771,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078051,Kanchanpur,Beldandi Branch,2022-01-14,4,belouri,belouri,80.360938,28.68264
5772,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078052,Kailali,Geta branch,2022-01-14,5,godawari,godawari,85.326869,27.604159
5773,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078052,Kailali,Geta branch,2022-01-14,5,godawari,godawari,80.55223,28.804124
5774,Microfinance Institutions (Class D),Unique Nepal  Lagubitta Bittiya Sanstha Ltd.,14078055,Kanchanpur,Krishnapur Branch,2022-01-14,4,krishnapur,krishnapur,80.48651,28.831375
5775,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066026,Chitawan,Basantapur,2019-08-20,3,madi,madi,87.35446,27.260015
5776,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066026,Chitawan,Basantapur,2019-08-20,3,madi,madi,84.318402,27.455156
5777,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066026,Chitawan,Basantapur,2019-08-20,3,madi,madi,84.100756,28.255821
5778,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066026,Chitawan,Basantapur,2019-08-20,3,madi,madi,82.5072769,28.3893672
5779,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066027,Kanchanpur,Jhalari,2019-08-20,10,shuklaphanta,shuklaphanta,80.347558,28.910387
5780,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066028,Kailali,Lamki,2019-08-20,2,lamki chuha,lamki chuha,81.128638,28.636131
5781,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066029,Kailali,Attariya,2019-08-20,2,godawari,godawari,85.326869,27.604159
5782,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066029,Kailali,Attariya,2019-08-20,2,godawari,godawari,80.55223,28.804124
5783,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066030,Kailali,Sukhad,2019-08-20,1,ghodaghodi,ghodaghodi,80.983571,28.701489
5784,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066031,Surkhet,Mehalkuna,2019-08-20,8,gurbhakot,gurbhakot,81.85336,28.44188
5785,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066032,Dang,Sisahaniya,2019-08-20,7,rapti,rapti,84.646021,27.603984
5786,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066032,Dang,Sisahaniya,2019-08-20,7,rapti,rapti,82.7152197,27.844741
5787,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066033,Kaski,Bharat Pokhari,2019-08-20,32,pokhara,pokhara,83.986254,28.2181
5788,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076012,Bhaktapur,Branch Kamalbinayak,2016-11-01,3,bhaktapur,bhaktapur,85.436882,27.677396
5789,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076013,Parsa,Branch Birgunj,2017-02-12,16,birgunj,birgunj,84.87029,27.01207
5790,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076014,Bara,Branch Kalaiya,2017-02-12,5,kalaiya,kalaiya,85.00194,27.02837
5791,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076015,Dhanusa,Branch Janakpur,2017-11-01,8,janakpurdham,janakpurdham,85.9317945,26.730077
5792,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076016,Bardiya,Branch Gulariya,2017-09-17,5,gulariya,gulariya,81.34356,28.20346
5793,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076017,Bardiya,Branch Bansgadhi,2018-11-16,5,bansgadhi,bansgadhi,81.517583,28.24244
5794,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076018,Dhanusa,Branch Dhalkebar,2017-11-01,6,mithila,mithila,85.95378,26.92625
5795,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076019,Chitawan,Branch Tandi,2017-10-30,1,ratnanagar,ratnanagar,84.507994,27.623502
5796,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076020,Chitawan,Branch Gitanagar,2018-02-04,6,bharatpur,bharatpur,84.428535,27.689185
5797,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064016,Kapilbastu,Pakadi Branch,2018-08-08,1,mayadevi,mayadevi,83.1499657,27.5235157
5798,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064016,Kapilbastu,Pakadi Branch,2018-08-08,1,mayadevi,mayadevi,83.3888281,27.5146898
5799,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064017,Arghakhanchi,Thada Branch,2018-11-02,4,shitaganga,shitaganga,83.063213,27.82506
5800,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064018,Kapilbastu,Maharajgunj Branch,2019-11-17,1,maharajganj,maharajganj,82.9757183,27.5559085
5801,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064019,Kapilbastu,Taulihawa ,2020-01-15,1,kapilbastu,kapilbastu,83.0476,27.54481
5802,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064020,Dang,Ghorahi,2020-07-26,15,ghorahi,ghorahi,82.48189,28.03517
5803,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064021,Dang,Lamahi,2020-07-26,5,lamahi,lamahi,82.52623,27.86831
5804,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064022,Dang,Tulsipur,2020-07-26,6,tulsipur,tulsipur,82.298305,28.1311
5805,Microfinance Institutions (Class D),Manakamana Smart Laghubitta Bittiya Sanstha Ltd.,14064023,Dang,Gadhawha,2020-07-26,6,gadhawa,gadhawa,82.54278,27.77722
5806,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061002,Tanahu,Damauli,2018-01-24,2,byas,byas,84.267222,27.975344
5807,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061002,Tanahu,Damauli,2018-01-24,2,byas,byas,81.063151,29.528845
5808,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061003,Bara,Parwanipur,2018-01-14,3,parawanipur,parawanipur,84.9158523,27.0674894
5809,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061004,Parsa,Badhnihar,2018-01-14,3,parsagadhi,parsagadhi,84.87675772,27.14684209
5810,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061005,Bara,Kolhavi,2018-01-14,2,kolhabi,kolhabi,85.17472,27.02503
5811,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061006,Nawalparasi East,Jhyalbas,2018-01-14,4,hupsekot,hupsekot,84.062451,27.690615
5812,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061007,Makwanpur,Handikhola,2018-01-14,3,manahari,manahari,84.882665,27.466656
5813,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061008,Lamjung, Chakratirtha,2018-01-14,4,rainas,rainas,84.497716,28.094083
5814,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061009,Dhading, Benighat,2018-03-03,5,benighat rorang,benighat rorang,84.769231,27.808438
5815,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061010,Parbat,Bachchha,2018-03-03,1,bihadi,bihadi,83.592504,28.045734
5816,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061012,Rupandehi,Majhauli,2018-01-26,6,om satiya,om satiya,83.485866,27.54432
5817,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061013,Rupandehi, Buddhabasti,2018-01-14,14,kotahimai,kotahimai,83.348788,27.44363
5818,Microfinance Institutions (Class D),Naya Sarathi Laghubitta Bittiya Sanstha Limited,14061014,Gorkha,Ghyampeshal,2018-02-13,1,bhimsenthapa,bhimsenthapa,84.716701,28.035884
5819,Commercial Bank (Class A),NIC ASIA Bank Limited,11012608,Kathmandu,"Kathmandu Metropolitan City, Ward No. 16, Sorhakhutte",2022-03-04,16,kathmandu,kathmandu,85.312068,27.698732
5820,Commercial Bank (Class A),NIC ASIA Bank Limited,11012609,Kathmandu,"Kathmandu Metropolitan City, Ward No. 17, Chhetrapati",2022-03-04,17,kathmandu,kathmandu,85.312068,27.698732
5821,Commercial Bank (Class A),NIC ASIA Bank Limited,11012610,Kathmandu,"Kathmandu Metropolitan City, Ward No. 32, Pepsicola",2022-03-04,32,kathmandu,kathmandu,85.312068,27.698732
5822,Commercial Bank (Class A),NIC ASIA Bank Limited,11012611,Kathmandu,"Kathmandu Metropolitan City, Ward No. 31, Bhimsengola",2022-03-04,31,kathmandu,kathmandu,85.312068,27.698732
5823,Commercial Bank (Class A),NIC ASIA Bank Limited,11012612,Kathmandu,"Kathmandu Metropolitan City, Ward No. 20, Bhimsensthan",2022-03-04,20,kathmandu,kathmandu,85.312068,27.698732
5824,Commercial Bank (Class A),NIC ASIA Bank Limited,11012613,Kathmandu,"Kathmandu Metropolitan City, Ward No. 19, Damaitole",2022-03-04,19,kathmandu,kathmandu,85.312068,27.698732
5825,Commercial Bank (Class A),NIC ASIA Bank Limited,11012614,Kathmandu,"Kathmandu Metropolitan City, Ward No. 9, Gaushala",2022-03-04,9,kathmandu,kathmandu,85.312068,27.698732
5826,Commercial Bank (Class A),NIC ASIA Bank Limited,11012615,Kathmandu,"Kathmandu Metropolitan City, Ward No. 2, Lazimpat",2022-03-04,2,kathmandu,kathmandu,85.312068,27.698732
5827,Commercial Bank (Class A),NIC ASIA Bank Limited,11012616,Kathmandu,"Kathmandu Metropolitan City, Ward No. 8,Jai Bageshowri",2022-03-10,8,kathmandu,kathmandu,85.312068,27.698732
5828,Commercial Bank (Class A),Global IME Bank Limited,11019361,Kapilbastu,Krishnanagar Branch,2020-01-23,2,krishnanagar,krishnanagar,82.79469,27.50846
5829,Commercial Bank (Class A),Global IME Bank Limited,11019362,Kathmandu,Baluwapati Branch,2020-01-23,3,tokha,tokha,85.32698,27.74533
5830,Commercial Bank (Class A),Global IME Bank Limited,11019364,Gulmi,Tamghas Extension Counter ,2020-01-17,8,resunga,resunga,83.2393845,28.0698053
5831,Commercial Bank (Class A),Global IME Bank Limited,11019365,Bhaktapur,Kamalbinayak Branch,2020-02-03,10,bhaktapur,bhaktapur,85.436882,27.677396
5832,Commercial Bank (Class A),Global IME Bank Limited,11019366,Kathmandu,Mulpani Extension Counter,2020-02-07,6,kageshwori manahara,kageshwori manahara,85.414023,27.726629
5833,Commercial Bank (Class A),Global IME Bank Limited,11019367,Lalitpur,Sanagaun Branch,2020-06-23,6,mahalaxmi,mahalaxmi,87.31886,27.112866
5834,Commercial Bank (Class A),Global IME Bank Limited,11019367,Lalitpur,Sanagaun Branch,2020-06-23,6,mahalaxmi,mahalaxmi,85.34812,27.657196
5835,Commercial Bank (Class A),Global IME Bank Limited,11019368,Surkhet,Baddichaur Extension Counter. Surkhet,2020-07-28,5,barahatal,barahatal,81.5049867,28.7134398
5836,Commercial Bank (Class A),Global IME Bank Limited,11019369,Mugu,Mugu Branch,2020-08-06,2,chhayanath rara,chhayanath rara,82.156416,29.54821
5837,Commercial Bank (Class A),Global IME Bank Limited,11019370,Dang,Extension Counter - Ghorahi,2020-08-09,15,ghorahi,ghorahi,82.48189,28.03517
5838,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033140,Palpa,RAMBHA BRANCH,2021-09-17,1,rambha,rambha,83.6545883,27.8525062
5839,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033141,Gulmi,DHURKOT BRANCH,2021-09-17,4,dhurkot,dhurkot,83.1578674,28.1068057
5840,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033142,Chitawan,PADAMPUR BRANCH,2021-09-17,2,kalika,kalika,84.532032,27.674617
5841,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033142,Chitawan,PADAMPUR BRANCH,2021-09-17,2,kalika,kalika,85.204046,27.996294
5842,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033143,Sarlahi,SISAUT BRANCH,2021-09-17,7,ramnagar,ramnagar,85.38433,26.84281
5843,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033144,Mahottari,IMILI BRANCH,2021-09-17,9,gaushala,gaushala,85.79741,26.91116
5844,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033145,Siraha,BARIYARPATTI BRANCH,2021-09-17,2,bariyarpatti,bariyarpatti,86.3367362,26.6248062
5845,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033146,Sunsari,LAUKAHI BRANCH,2021-09-17,2,koshi,koshi,87.06407,26.5983
5846,Microfinance Institutions (Class D),Meromicrofinance Laghubitta Bittiya Sanatha Ltd.,14033147,Morang,BELEPUR BRANCH,2021-09-17,11,sundarharaicha,sundarharaicha,87.3464195,26.6600984
5847,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066034,Chitawan,Shivanagar,2019-08-20,14,bharatpur,bharatpur,84.428535,27.689185
5848,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066035,Dang,Sarra,2019-08-17,16,ghorahi,ghorahi,82.48189,28.03517
5849,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066036,Sunsari,Jhumka,2019-09-11,1,ramdhuni,ramdhuni,87.2086,26.6731
5850,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066037,Sunsari,Inaruwa ,2019-10-17,1,inaruwa,inaruwa,87.14953,26.600706
5851,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066040,Kavrepalanchok,Head Office,2020-09-22,10,banepa,banepa,85.52038,27.62995
5852,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066041,Jhapa,Birtamode  Branch,2020-09-22,4,birtamod,birtamod,87.9887249,26.6254248
5853,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066042,Jhapa,Goldhap Branch,2020-09-22,1,haldibari,haldibari,87.9976079,26.5378341
5854,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066043,Jhapa,Bhadrapur Branch,2020-09-22,6,bhadrapur,bhadrapur,88.09537,26.54473
5855,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066044,Jhapa,Dhulabari Branch,2010-04-14,10,mechinagar,mechinagar,88.1213936,26.6546009
5856,Microfinance Institutions (Class D),Summit Laghubitta Bittiya Sanstha Limited,14066045,Jhapa,Shivagunj Branch,2020-09-22,6,shivasatakshi,shivasatakshi,87.83333,26.6
5857,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076021,Nawalparasi West,Branch Bardhaghat,2018-02-13,4,bardaghat,bardaghat,83.774277,27.55056
5858,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076022,Banke,Branch Kohalpur,2018-02-01,3,kohalpur,kohalpur,81.689699,28.20033
5859,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076023,Rautahat,Branch Chandrapur,2018-02-28,4,chandrapur,chandrapur,85.3533434,27.1126186
5860,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076024,Sarlahi,Branch Hariwan,2018-03-01,3,hariwan,hariwan,85.55639,27.08738
5861,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076025,Mahottari,Branch Jaleshwor,2018-04-01,4,jaleshwor,jaleshwor,85.79778,26.652446
5862,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076026,Banke,Branch Nepalgunj,2018-03-01,4,nepalganj,nepalganj,81.618447,28.06056
5863,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076027,Kailali,Branch Lamki,2018-04-01,4,lamki chuha,lamki chuha,81.128638,28.636131
5864,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076028,Kailali,Branch Sukhad,2018-04-01,3,ghodaghodi,ghodaghodi,80.983571,28.701489
5865,Microfinance Institutions (Class D),Mahila Laghubitta Bittiya Sanstha Limited,14076029,Kailali,Branch Attariya,2017-04-01,2,godawari,godawari,85.326869,27.604159
